timestamp_ns,gpu_index,name,temperature_C,util_gpu_percent,util_mem_percent,mem_total_MB,mem_used_MB,mem_free_MB,clock_sm_MHz,clock_mem_MHz,clock_graphics_MHz,fan_speed_percent,power_draw_W,ecc_volatile_corrected,ecc_volatile_uncorrected,ecc_aggregate_corrected,ecc_aggregate_uncorrected,total_energy_mJ
2025-05-20 04:36:35.324,0,NVIDIA GeForce RTX 4060 Laptop GPU,39,0,0,8188,353,7835,1470,7000,1470,-1,8.24,-1,-1,-1,-1,459713705
2025-05-20 04:36:36.334,0,NVIDIA GeForce RTX 4060 Laptop GPU,39,0,0,8188,353,7835,1470,7000,1470,-1,8.131,-1,-1,-1,-1,459820631
2025-05-20 04:36:37.339,0,NVIDIA GeForce RTX 4060 Laptop GPU,39,0,0,8188,353,7835,1470,7000,1470,-1,8.129,-1,-1,-1,-1,459924969
2025-05-20 04:36:38.342,0,NVIDIA GeForce RTX 4060 Laptop GPU,39,0,0,8188,353,7835,1470,7000,1470,-1,8.149,-1,-1,-1,-1,460040908
2025-05-20 04:36:39.345,0,NVIDIA GeForce RTX 4060 Laptop GPU,40,15,1,8188,7933,255,1470,7000,1470,-1,8.452,-1,-1,-1,-1,460140080
2025-05-20 04:36:40.348,0,NVIDIA GeForce RTX 4060 Laptop GPU,44,98,16,8188,7933,255,1500,5500,1500,-1,28.601,-1,-1,-1,-1,460247627
2025-05-20 04:36:41.353,0,NVIDIA GeForce RTX 4060 Laptop GPU,45,99,22,8188,7933,255,1500,5500,1500,-1,34.656,-1,-1,-1,-1,460376386
2025-05-20 04:36:42.358,0,NVIDIA GeForce RTX 4060 Laptop GPU,46,100,2,8188,7933,255,2040,5500,2040,-1,34.475,-1,-1,-1,-1,460440562
2025-05-20 04:36:43.361,0,NVIDIA GeForce RTX 4060 Laptop GPU,46,61,18,8188,7933,255,2040,5500,2040,-1,31.262,-1,-1,-1,-1,460489793
2025-05-20 04:36:44.365,0,NVIDIA GeForce RTX 4060 Laptop GPU,46,99,21,8188,7933,255,1530,5500,1530,-1,34.145,-1,-1,-1,-1,460588444
2025-05-20 04:36:45.368,0,NVIDIA GeForce RTX 4060 Laptop GPU,46,99,21,8188,7933,255,1500,5500,1500,-1,35.111,-1,-1,-1,-1,460716058
2025-05-20 04:36:46.377,0,NVIDIA GeForce RTX 4060 Laptop GPU,47,100,2,8188,7933,255,1965,5500,1965,-1,34.828,-1,-1,-1,-1,460780531
2025-05-20 04:36:47.380,0,NVIDIA GeForce RTX 4060 Laptop GPU,46,80,36,8188,7933,255,1665,5500,1665,-1,31.766,-1,-1,-1,-1,460849264
2025-05-20 04:36:48.383,0,NVIDIA GeForce RTX 4060 Laptop GPU,47,96,21,8188,7933,255,1455,5500,1455,-1,34.749,-1,-1,-1,-1,460942446
2025-05-20 04:36:49.387,0,NVIDIA GeForce RTX 4060 Laptop GPU,48,98,20,8188,7933,255,2010,5500,2010,-1,34.37,-1,-1,-1,-1,461049678
2025-05-20 04:36:50.395,0,NVIDIA GeForce RTX 4060 Laptop GPU,48,100,2,8188,7933,255,1950,5500,1950,-1,34.731,-1,-1,-1,-1,461175162
2025-05-20 04:36:51.399,0,NVIDIA GeForce RTX 4060 Laptop GPU,48,97,29,8188,7933,255,2040,5500,2040,-1,31.146,-1,-1,-1,-1,461259879
2025-05-20 04:36:52.403,0,NVIDIA GeForce RTX 4060 Laptop GPU,48,99,21,8188,7933,255,1485,5500,1485,-1,34.653,-1,-1,-1,-1,461323577
2025-05-20 04:36:53.407,0,NVIDIA GeForce RTX 4060 Laptop GPU,49,99,8,8188,7933,255,2010,5500,2010,-1,34.622,-1,-1,-1,-1,461397076
2025-05-20 04:36:54.415,0,NVIDIA GeForce RTX 4060 Laptop GPU,49,100,2,8188,7933,255,1965,5500,1965,-1,35.138,-1,-1,-1,-1,461481477
2025-05-20 04:36:55.422,0,NVIDIA GeForce RTX 4060 Laptop GPU,49,95,21,8188,7933,255,1665,5500,1665,-1,32.235,-1,-1,-1,-1,461584861
2025-05-20 04:36:56.425,0,NVIDIA GeForce RTX 4060 Laptop GPU,50,99,21,8188,7933,255,1500,5500,1500,-1,35.852,-1,-1,-1,-1,461721477
2025-05-20 04:36:57.433,0,NVIDIA GeForce RTX 4060 Laptop GPU,50,100,2,8188,7933,255,1995,5500,1995,-1,34.746,-1,-1,-1,-1,461834057
2025-05-20 04:36:58.436,0,NVIDIA GeForce RTX 4060 Laptop GPU,50,100,2,8188,7933,255,1995,5500,1995,-1,35.089,-1,-1,-1,-1,461900777
2025-05-20 04:36:59.439,0,NVIDIA GeForce RTX 4060 Laptop GPU,50,96,21,8188,7933,255,1500,5500,1500,-1,31.755,-1,-1,-1,-1,461946077
2025-05-20 04:37:00.442,0,NVIDIA GeForce RTX 4060 Laptop GPU,50,99,21,8188,7933,255,1500,5500,1500,-1,34.937,-1,-1,-1,-1,462005979
