timestamp_ns,gpu_index,name,temperature_C,util_gpu_percent,util_mem_percent,mem_total_MB,mem_used_MB,mem_free_MB,clock_sm_MHz,clock_mem_MHz,clock_graphics_MHz,fan_speed_percent,power_draw_W,ecc_volatile_corrected,ecc_volatile_uncorrected,ecc_aggregate_corrected,ecc_aggregate_uncorrected,total_energy_mJ
2025-05-20 03:25:26.184,0,NVIDIA GeForce RTX 4060 Laptop GPU,50,100,0,8188,353,7835,2025,7000,2025,-1,14.096,-1,-1,-1,-1,381387859
2025-05-20 03:25:27.198,0,NVIDIA GeForce RTX 4060 Laptop GPU,50,100,0,8188,353,7835,2025,7000,2025,-1,14.022,-1,-1,-1,-1,381501780
2025-05-20 03:25:28.201,0,NVIDIA GeForce RTX 4060 Laptop GPU,50,100,0,8188,353,7835,2025,7000,2025,-1,14.006,-1,-1,-1,-1,381616459
2025-05-20 03:25:29.203,0,NVIDIA GeForce RTX 4060 Laptop GPU,50,100,0,8188,353,7835,2025,7000,2025,-1,14.019,-1,-1,-1,-1,381738539
2025-05-20 03:25:30.206,0,NVIDIA GeForce RTX 4060 Laptop GPU,51,42,1,8188,7933,255,2025,7000,2025,-1,14.071,-1,-1,-1,-1,381835909
2025-05-20 03:25:31.209,0,NVIDIA GeForce RTX 4060 Laptop GPU,55,100,18,8188,7933,255,1320,5500,1320,-1,33.501,-1,-1,-1,-1,381978808
2025-05-20 03:25:32.216,0,NVIDIA GeForce RTX 4060 Laptop GPU,55,100,18,8188,7933,255,1350,5500,1350,-1,34.74,-1,-1,-1,-1,382043316
2025-05-20 03:25:33.220,0,NVIDIA GeForce RTX 4060 Laptop GPU,56,100,2,8188,7933,255,1725,5500,1725,-1,34.388,-1,-1,-1,-1,382110787
2025-05-20 03:25:34.223,0,NVIDIA GeForce RTX 4060 Laptop GPU,56,100,2,8188,7933,255,1710,5500,1710,-1,35.175,-1,-1,-1,-1,382191172
2025-05-20 03:25:35.227,0,NVIDIA GeForce RTX 4060 Laptop GPU,54,98,19,8188,7933,255,1755,5500,1755,-1,34.631,-1,-1,-1,-1,382311042
