timestamp_ns,gpu_index,name,temperature_C,util_gpu_percent,util_mem_percent,mem_total_MB,mem_used_MB,mem_free_MB,clock_sm_MHz,clock_mem_MHz,clock_graphics_MHz,fan_speed_percent,power_draw_W,ecc_volatile_corrected,ecc_volatile_uncorrected,ecc_aggregate_corrected,ecc_aggregate_uncorrected,total_energy_mJ
2025-05-20 01:02:44.878,0,NVIDIA GeForce RTX 4060 Laptop GPU,39,0,0,8188,353,7835,1470,7000,1470,-1,8.255,-1,-1,-1,-1,209874209
2025-05-20 01:02:45.888,0,NVIDIA GeForce RTX 4060 Laptop GPU,39,0,0,8188,353,7835,1470,7000,1470,-1,8.124,-1,-1,-1,-1,209973562
2025-05-20 01:02:46.893,0,NVIDIA GeForce RTX 4060 Laptop GPU,39,0,0,8188,353,7835,1470,7000,1470,-1,8.186,-1,-1,-1,-1,210070609
2025-05-20 01:02:47.896,0,NVIDIA GeForce RTX 4060 Laptop GPU,39,0,0,8188,353,7835,1470,7000,1470,-1,8.152,-1,-1,-1,-1,210177158
2025-05-20 01:02:48.899,0,NVIDIA GeForce RTX 4060 Laptop GPU,40,13,1,8188,7933,255,1515,7000,1515,-1,8.453,-1,-1,-1,-1,210271378
2025-05-20 01:02:49.902,0,NVIDIA GeForce RTX 4060 Laptop GPU,45,94,18,8188,7933,255,1215,5500,1215,-1,28.914,-1,-1,-1,-1,210340111
2025-05-20 01:02:50.906,0,NVIDIA GeForce RTX 4060 Laptop GPU,46,98,19,8188,7933,255,1215,5500,1215,-1,34.85,-1,-1,-1,-1,210421713
2025-05-20 01:02:51.939,0,NVIDIA GeForce RTX 4060 Laptop GPU,46,99,7,8188,7933,255,1710,5500,1710,-1,34.392,-1,-1,-1,-1,210481302
2025-05-20 01:02:52.942,0,NVIDIA GeForce RTX 4060 Laptop GPU,46,100,2,8188,7933,255,1725,5500,1725,-1,35.075,-1,-1,-1,-1,210548992
2025-05-20 01:02:53.946,0,NVIDIA GeForce RTX 4060 Laptop GPU,45,98,39,8188,7933,255,1215,5500,1215,-1,32.592,-1,-1,-1,-1,210624769
2025-05-20 01:02:54.969,0,NVIDIA GeForce RTX 4060 Laptop GPU,47,98,18,8188,7933,255,1140,5500,1140,-1,36.12,-1,-1,-1,-1,210739773
2025-05-20 01:02:55.975,0,NVIDIA GeForce RTX 4060 Laptop GPU,46,98,18,8188,7933,255,1155,5500,1155,-1,34.964,-1,-1,-1,-1,210852730
2025-05-20 01:02:56.981,0,NVIDIA GeForce RTX 4060 Laptop GPU,48,100,2,8188,7933,255,1695,5500,1695,-1,34.827,-1,-1,-1,-1,210990721
2025-05-20 01:02:57.990,0,NVIDIA GeForce RTX 4060 Laptop GPU,48,100,2,8188,7933,255,1695,5500,1695,-1,35.021,-1,-1,-1,-1,211095421
2025-05-20 01:02:58.994,0,NVIDIA GeForce RTX 4060 Laptop GPU,48,94,17,8188,7933,255,1155,5500,1155,-1,33.771,-1,-1,-1,-1,211164830
2025-05-20 01:02:59.998,0,NVIDIA GeForce RTX 4060 Laptop GPU,48,98,19,8188,7933,255,1185,5500,1185,-1,34.651,-1,-1,-1,-1,211255491
2025-05-20 01:03:01.003,0,NVIDIA GeForce RTX 4060 Laptop GPU,48,99,14,8188,7933,255,1650,5500,1650,-1,34.237,-1,-1,-1,-1,211331599
2025-05-20 01:03:02.008,0,NVIDIA GeForce RTX 4060 Laptop GPU,49,100,2,8188,7933,255,1650,5500,1650,-1,34.736,-1,-1,-1,-1,211411450
2025-05-20 01:03:03.012,0,NVIDIA GeForce RTX 4060 Laptop GPU,50,60,34,8188,7933,255,2040,5500,2040,-1,31.353,-1,-1,-1,-1,211502111
2025-05-20 01:03:04.016,0,NVIDIA GeForce RTX 4060 Laptop GPU,49,97,18,8188,7933,255,1185,5500,1185,-1,34.251,-1,-1,-1,-1,211620592
2025-05-20 01:03:05.020,0,NVIDIA GeForce RTX 4060 Laptop GPU,50,98,18,8188,7933,255,1170,5500,1170,-1,34.896,-1,-1,-1,-1,211755782
2025-05-20 01:03:06.028,0,NVIDIA GeForce RTX 4060 Laptop GPU,50,100,2,8188,7933,255,1695,5500,1695,-1,34.689,-1,-1,-1,-1,211858536
