timestamp_ns,gpu_index,name,temperature_C,max_temp,slowdown_temp,util_gpu_percent,util_mem_percent,mem_total_MB,mem_used_MB,mem_free_MB,clock_sm_MHz,clock_mem_MHz,clock_graphics_MHz,fan_speed_percent,power_draw_W,ecc_volatile_corrected,ecc_volatile_uncorrected,ecc_aggregate_corrected,ecc_aggregate_uncorrected,total_energy_mJ,clock_freq,adaptive_clock_frequency,clock_max_sm
2025-09-17 10:35:05.381,0,NVIDIA RTX 6000 Ada Generation,31,91,100,0,0,49140,730,48410,210,405,210,30,10.091,-1,-1,-1,-1,22214498886,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:35:06.404,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1179,47960,2775,9501,2775,30,31.717,-1,-1,-1,-1,22214598978,1,"nvclock=2775, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:35:07.415,0,NVIDIA RTX 6000 Ada Generation,36,91,100,1,0,49140,1179,47960,2775,9501,2775,30,135.56,-1,-1,-1,-1,22214735395,1,"nvclock=2775, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:35:08.423,0,NVIDIA RTX 6000 Ada Generation,36,91,100,2,0,49140,1175,47964,2775,9501,2775,30,136.477,-1,-1,-1,-1,22214884353,1,"nvclock=2775, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:35:09.435,0,NVIDIA RTX 6000 Ada Generation,37,91,100,1,0,49140,1179,47960,2775,9501,2775,30,136.688,-1,-1,-1,-1,22215019766,1,"nvclock=2775, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:35:10.445,0,NVIDIA RTX 6000 Ada Generation,38,91,100,5,0,49140,1175,47964,2775,9501,2775,30,136.96,-1,-1,-1,-1,22215156003,1,"nvclock=2775, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:35:11.456,0,NVIDIA RTX 6000 Ada Generation,37,91,100,2,0,49140,1179,47960,2775,9501,2775,30,137.112,-1,-1,-1,-1,22215291545,1,"nvclock=2775, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:35:12.464,0,NVIDIA RTX 6000 Ada Generation,38,91,100,2,0,49140,1175,47964,2775,9501,2775,30,137.483,-1,-1,-1,-1,22215426618,1,"nvclock=2775, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:35:13.507,0,NVIDIA RTX 6000 Ada Generation,38,91,100,1,0,49140,1179,47960,2775,9501,2775,30,137.073,-1,-1,-1,-1,22215561593,1,"nvclock=2775, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:35:14.515,0,NVIDIA RTX 6000 Ada Generation,39,91,100,6,0,49140,1175,47964,2775,9501,2775,30,138.095,-1,-1,-1,-1,22215697401,1,"nvclock=2775, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
